dt,Базовый индекс потребительских цен на товары и услуги,Ключевая ставка,Price,istest,"Концентрат коксующегося угля_Россия марка ОС FCA руб./т, без НДС","Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Чугун_CFR Италия, $/т","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_3А, РФ CPT авто Центральный ФО, руб./т, без НДС","Лом_3А, РФ CPT авто Уральский ФО, руб./т, без НДС","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_3А, РФ CPT авто Южный ФО, руб./т, без НДС","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Концентрат коксующегося угля_Россия марка КС FCA руб./т, без НДС","Лом_Б26 легированный (Ni 9,3%), РФ CPT, руб./т, без НДС","ГБЖ_Россия, FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","Чугун_FOB Бразилия Юг, $/т","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т","Концентрат коксующегося угля_Россия марка К и смеси марок К, КО FCA руб./т, без НДС","Чугун_FOB Россия Дальневосточные порты, $/т","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж+ГЖ FCA руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","Лом_3А, РФ FCA ж/д Кемеровская обл, руб./т, без НДС","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","Концентрат коксующегося угля_HCC Австралия, $/t FOB","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","ГБЖ_CFR Италия, $/т","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж FCA руб./т, без НДС","Чугун_CFR Западная Европа, $/т","Лом_3А, РФ FCA ж/д Челябинская обл, руб./т, без НДС","Лом_3А, РФ FCA ж/д ХМАО, руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т","Чугун_CFR Китай, $/т","Лом_3А, РФ FCA ж/д Самарская обл, руб./т, без НДС","Концентрат коксующегося угля_Средняя шихта Россия FCA руб./т, без НДС","Концентрат коксующегося угля_Россия марка ГЖ FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д Нижегородская обл, руб./т, без НДС","Чугун_CFR NOLA США, $/т","Лом_3А, РФ FCA ж/д Новосибирская обл, руб./т, без НДС","Лом_3А, РФ FCA ж/д Свердловская обл, руб./т, без НДС","Чугун_CFR Турция, $/т","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена аглоруда Fe 52-60%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в аглоруде, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в концентрате, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в окатыши, Россия FCA руб./т, без НДС","ЖРС_Украинский концентрат Fe 65-68%,  DAP граница Украины с Европой,  $/т","ЖРС_Украинские окатыши Fe 65-66%, DAP граница Украины с Европой,  $/т"
2017-01-23,100.82,7.75,33750.0,0.0,7375.0,249.0,15659.0,13468.0,15838.0,82.0,285.5,6450.0,104.5,27450.0,27950.0,275.0,253.0,300.0,28000.0,277.0,6300.0,90000.0,15100.0,14478.0,425.0,84.5,10650.0,525.0,13725.0,14887.0,11750.0,315.0,15800.0,1360.0,3975.0,20850.0,176.0,5200.0,249.5,15315.0,10700.0,490.0,19400.0,16566.0,280.0,322.5,16993.0,9311.0,8475.0,0.0,312.0,0.0,18353.0,297.5,3848.0,2696.0,1107.0,22.0,64.0,101.0,77.0,125.5
2017-01-30,100.82,7.75,33000.0,0.0,7375.0,219.0,15439.0,13396.0,15868.0,82.0,285.5,6450.0,104.5,27450.0,27950.0,246.0,223.0,280.0,28000.0,265.0,6300.0,90000.0,14550.0,14480.0,425.0,84.5,10650.0,525.0,13725.0,14812.0,11750.0,300.0,15800.0,1360.0,3975.0,20850.0,173.0,5200.0,249.5,15328.0,10700.0,490.0,19400.0,16566.0,250.0,322.5,16993.0,9311.0,8475.0,0.0,312.0,0.0,18353.0,297.5,4886.0,3813.0,1554.0,29.0,64.0,101.0,77.0,125.5
2017-02-06,100.82,7.75,32600.0,0.0,12250.0,206.0,15233.0,13426.0,15642.0,83.0,285.5,9250.0,104.5,27450.0,27950.0,235.0,209.0,280.0,28000.0,265.0,8250.0,90000.0,14550.0,14685.0,425.0,84.5,13500.0,525.0,17500.0,14607.0,12750.0,290.0,15800.0,2150.0,3775.0,20850.0,171.0,5025.0,249.5,15303.0,12600.0,490.0,19400.0,16566.0,235.0,322.5,16993.0,11326.0,9150.0,0.0,312.0,0.0,18353.0,297.5,4886.0,3813.0,1554.0,29.0,64.0,101.0,77.0,125.5
2017-02-13,100.82,7.75,32000.0,0.0,12250.0,222.0,14945.0,13381.0,15229.0,83.0,285.5,9250.0,104.5,27450.0,27950.0,246.0,222.0,313.0,28000.0,265.0,8250.0,90000.0,14550.0,14280.0,425.0,84.5,13500.0,525.0,17500.0,14201.0,12750.0,310.0,15800.0,2150.0,3775.0,20850.0,168.0,5025.0,249.5,15412.0,12600.0,490.0,19400.0,16566.0,251.0,322.5,16993.0,11326.0,9150.0,0.0,312.0,0.0,18353.0,297.5,4886.0,3813.0,1554.0,29.0,64.0,101.0,77.0,125.5
2017-02-20,100.82,7.75,31300.0,0.0,12250.0,246.0,14799.0,13348.0,14854.0,91.0,312.5,9250.0,111.5,27450.0,27950.0,270.0,245.0,313.0,28000.0,280.0,8250.0,90000.0,14550.0,14234.0,425.0,86.0,13500.0,525.0,17500.0,13780.0,12750.0,328.0,15800.0,2150.0,3775.0,20850.0,155.0,5025.0,249.5,15315.0,12600.0,490.0,19400.0,16566.0,275.0,322.5,16993.0,11326.0,9150.0,0.0,325.0,0.0,18353.0,315.0,4886.0,3813.0,1554.0,29.0,64.0,101.0,77.0,125.5
2017-02-27,100.82,7.75,30300.0,0.0,12250.0,254.0,14729.0,13155.0,14506.0,93.0,322.5,9250.0,114.0,27450.0,27950.0,277.0,252.0,320.0,28000.0,280.0,8250.0,90000.0,14550.0,13702.0,425.0,87.5,13500.0,525.0,17500.0,13357.0,12750.0,340.0,15800.0,2150.0,3775.0,20850.0,159.0,5025.0,249.5,14552.0,12600.0,490.0,19400.0,16566.0,282.0,322.5,16993.0,11326.0,9150.0,0.0,345.0,0.0,18353.0,343.0,4827.0,3794.0,1884.0,32.0,64.0,101.0,77.0,125.5
2017-03-06,100.82,7.75,30500.0,0.0,12000.0,259.0,14708.0,13098.0,14184.0,92.0,352.5,9150.0,117.5,27450.0,27950.0,280.0,255.0,335.0,28000.0,285.0,8250.0,90000.0,11800.0,12842.0,425.0,92.0,13500.0,525.0,17500.0,13070.0,12750.0,360.0,15800.0,2375.0,3925.0,20850.0,162.0,5175.0,249.5,13624.0,12600.0,490.0,19400.0,16566.0,285.0,322.5,16993.0,11288.0,9050.0,0.0,370.0,0.0,18353.0,362.5,4827.0,3794.0,1884.0,32.0,64.0,101.0,77.0,125.5
2017-03-13,100.82,7.75,30700.0,0.0,12000.0,269.0,14310.0,12284.0,13438.0,87.0,372.5,9150.0,115.5,27450.0,27950.0,287.0,271.0,355.0,28000.0,290.0,8250.0,90000.0,11800.0,12538.0,425.0,90.5,13500.0,525.0,17500.0,12744.0,12750.0,365.0,15800.0,2375.0,3925.0,20850.0,161.0,5175.0,249.5,13321.0,12600.0,490.0,19400.0,16566.0,299.0,322.5,16993.0,11288.0,9050.0,0.0,370.0,0.0,18353.0,362.5,4827.0,3794.0,1884.0,32.0,64.0,101.0,77.0,125.5
2017-03-20,100.82,7.75,30600.0,0.0,12000.0,268.0,14112.0,12269.0,13515.0,91.0,387.5,9150.0,117.5,27450.0,27950.0,285.0,270.0,390.0,28000.0,287.0,8250.0,90000.0,11800.0,12330.0,425.0,92.5,13500.0,525.0,17500.0,12395.0,12750.0,385.0,15800.0,2375.0,3925.0,20850.0,160.0,5175.0,249.5,13198.0,12600.0,490.0,19400.0,16566.0,298.0,322.5,16993.0,11288.0,9050.0,0.0,386.5,0.0,18353.0,398.5,4827.0,3794.0,1884.0,32.0,64.0,101.0,77.0,125.5
2017-03-27,100.82,7.75,30400.0,0.0,12000.0,250.0,13877.0,11824.0,13479.0,86.0,387.5,9150.0,115.5,27450.0,27950.0,265.0,257.0,390.0,28000.0,280.0,8250.0,90000.0,11800.0,12385.0,425.0,90.5,13500.0,525.0,17500.0,12440.0,12750.0,395.0,15800.0,2375.0,3925.0,20850.0,155.0,5175.0,249.5,13263.0,12600.0,490.0,19400.0,16566.0,276.0,322.5,16993.0,11288.0,9050.0,0.0,386.5,0.0,18353.0,387.5,5189.0,3889.0,2176.0,36.0,64.0,101.0,77.0,125.5
2017-04-03,100.82,7.75,29800.0,0.0,12000.0,241.0,13792.0,11814.0,13477.0,81.0,377.5,9150.0,112.5,27450.0,27950.0,255.0,249.0,380.0,28000.0,280.0,8250.0,90000.0,11800.0,12348.0,425.0,87.5,13500.0,525.0,17500.0,12408.0,12750.0,390.0,15800.0,2375.0,3925.0,20850.0,155.0,5175.0,249.5,13316.0,12600.0,490.0,19400.0,16566.0,267.0,322.5,16993.0,11288.0,9050.0,0.0,390.0,0.0,18353.0,367.5,5189.0,3889.0,2176.0,36.0,64.0,101.0,77.0,125.5
2017-04-10,100.82,7.75,29500.0,0.0,7400.0,247.0,13543.0,11738.0,13400.0,79.0,372.5,5650.0,111.5,27450.0,27950.0,260.0,255.0,370.0,28000.0,280.0,5550.0,90000.0,11500.0,12384.0,425.0,84.0,9000.0,525.0,14775.0,12281.0,7900.0,390.0,15800.0,2375.0,4175.0,21250.0,214.0,5825.0,249.5,13269.0,8300.0,490.0,19400.0,16566.0,275.0,322.5,16993.0,7242.0,5675.0,0.0,380.0,0.0,18353.0,362.5,5189.0,3889.0,2176.0,36.0,64.0,101.0,77.0,125.5
2017-04-17,100.82,7.75,28200.0,0.0,7400.0,246.0,13631.0,11707.0,13392.0,71.0,372.5,5650.0,104.5,27450.0,27950.0,258.0,254.0,370.0,28000.0,275.0,5550.0,90000.0,11500.0,12310.0,425.0,80.0,9000.0,525.0,14775.0,12245.0,7900.0,387.0,15800.0,2375.0,4175.0,21250.0,285.0,5825.0,249.5,13199.0,8300.0,490.0,19400.0,16566.0,274.0,322.5,16993.0,7242.0,5675.0,0.0,392.0,0.0,18353.0,362.5,5189.0,3889.0,2176.0,36.0,64.0,101.0,77.0,125.5
2017-04-24,100.82,7.75,27500.0,0.0,7400.0,238.0,13731.0,11652.0,13268.0,65.0,372.5,5650.0,102.5,27450.0,27950.0,249.0,243.0,365.0,28000.0,275.0,5550.0,90000.0,11500.0,12225.0,425.0,77.5,9000.0,525.0,14775.0,12192.0,7900.0,385.0,15800.0,2375.0,4175.0,21250.0,268.0,5825.0,249.5,13215.0,8300.0,490.0,19400.0,16566.0,265.0,322.5,16993.0,7242.0,5675.0,0.0,382.5,0.0,18353.0,362.5,5189.0,3889.0,2176.0,36.0,64.0,101.0,77.0,125.5
2017-05-01,100.82,7.75,26500.0,0.0,7400.0,238.0,13742.0,11580.0,13298.0,68.0,367.5,5650.0,103.5,27450.0,27950.0,246.0,239.0,365.0,28000.0,270.0,5550.0,90000.0,11500.0,12235.0,425.0,78.5,9000.0,525.0,14775.0,12230.0,7900.0,375.0,15800.0,2375.0,4175.0,21250.0,231.0,5825.0,249.5,13174.0,8300.0,490.0,19400.0,16566.0,263.0,322.5,16993.0,7242.0,5675.0,0.0,387.5,0.0,18353.0,342.5,5528.0,4304.0,2293.0,38.0,64.0,101.0,77.0,125.5
2017-05-08,100.82,7.75,26300.0,0.0,7400.0,252.0,13627.0,11576.0,13275.0,66.0,368.5,5650.0,87.5,27450.0,27950.0,257.0,250.0,365.0,28000.0,275.0,5550.0,90000.0,10900.0,12270.0,425.0,64.0,9000.0,525.0,14775.0,12189.0,7850.0,370.0,15800.0,2400.0,3525.0,18500.0,201.0,4950.0,249.5,13211.0,8150.0,490.0,19400.0,16566.0,274.0,322.5,16993.0,7230.0,5850.0,0.0,377.5,0.0,18353.0,342.5,5528.0,4304.0,2293.0,38.0,64.0,101.0,77.0,125.5
2017-05-15,100.82,7.75,26300.0,0.0,7400.0,251.0,13442.0,11599.0,13168.0,60.0,365.0,5650.0,82.0,27450.0,27950.0,255.0,249.0,365.0,28000.0,275.0,5550.0,90000.0,10900.0,12273.0,425.0,61.0,9000.0,525.0,14775.0,12170.0,7850.0,370.0,15800.0,2400.0,3525.0,18500.0,174.0,4950.0,249.5,13209.0,8150.0,490.0,19400.0,16566.0,273.0,322.5,16993.0,7230.0,5850.0,0.0,377.5,0.0,18353.0,342.5,5528.0,4304.0,2293.0,38.0,64.0,101.0,77.0,125.5
2017-05-22,100.82,7.75,26200.0,0.0,7400.0,250.0,13558.0,11566.0,13095.0,62.0,360.0,5650.0,83.0,27450.0,27950.0,255.0,248.0,365.0,28000.0,275.0,5550.0,90000.0,10900.0,12302.0,425.0,62.0,9000.0,525.0,14775.0,12107.0,7850.0,365.0,15800.0,2400.0,3525.0,18500.0,159.0,4950.0,249.5,13157.0,8150.0,490.0,19400.0,16566.0,273.0,322.5,16993.0,7230.0,5850.0,0.0,375.0,0.0,18353.0,342.5,5528.0,4304.0,2293.0,38.0,64.0,101.0,77.0,125.5
2017-05-29,100.82,7.75,26150.0,0.0,7400.0,246.0,13576.0,11547.0,13080.0,60.0,352.5,5650.0,82.0,27450.0,27950.0,253.0,247.0,365.0,28000.0,270.0,5550.0,90000.0,10900.0,12298.0,425.0,61.0,9000.0,525.0,14775.0,12017.0,7850.0,360.0,15800.0,2400.0,3525.0,18500.0,154.0,4950.0,249.5,13136.0,8150.0,490.0,19400.0,16566.0,271.0,322.5,16993.0,7230.0,5850.0,0.0,367.5,0.0,18353.0,347.5,4702.0,3753.0,2440.0,39.0,64.0,101.0,77.0,125.5
2017-06-05,100.82,7.75,26150.0,0.0,7400.0,246.0,13563.0,11542.0,12995.0,57.0,355.0,5650.0,76.5,27450.0,27950.0,253.0,247.0,365.0,28000.0,265.0,5550.0,90000.0,10750.0,12152.0,425.0,56.5,9000.0,525.0,14550.0,11896.0,7850.0,360.0,15800.0,2400.0,2797.5,18250.0,152.0,4110.0,249.5,12885.0,8150.0,490.0,19400.0,16566.0,271.0,322.5,16993.0,7227.0,5825.0,0.0,347.5,0.0,18353.0,342.5,4702.0,3753.0,2440.0,39.0,64.0,101.0,77.0,125.5
2017-06-12,100.82,7.75,26150.0,0.0,7400.0,247.0,13437.0,11564.0,12815.0,56.0,345.0,5650.0,75.5,27450.0,27950.0,253.0,248.0,350.0,28000.0,265.0,5550.0,90000.0,10750.0,12029.0,425.0,55.5,9000.0,525.0,14550.0,11708.0,7850.0,355.0,15800.0,2400.0,2797.5,18250.0,149.0,4110.0,248.5,12828.0,8150.0,490.0,19400.0,16566.0,272.0,322.5,16993.0,7227.0,5825.0,0.0,347.5,0.0,18353.0,342.5,4702.0,3753.0,2440.0,39.0,64.0,101.0,77.0,125.5
2017-06-19,100.82,7.75,26350.0,0.0,7400.0,249.0,13389.0,11545.0,12826.0,54.0,345.0,5650.0,75.5,27450.0,27950.0,254.0,250.0,350.0,28000.0,265.0,5550.0,90000.0,10750.0,11762.0,425.0,54.5,9000.0,525.0,14550.0,11668.0,7850.0,350.0,15800.0,2400.0,2797.5,18250.0,142.0,4110.0,250.0,12575.0,8150.0,490.0,19400.0,16566.0,274.0,322.5,16993.0,7227.0,5825.0,0.0,345.0,0.0,18353.0,332.5,4702.0,3753.0,2440.0,39.0,64.0,101.0,77.0,125.5
2017-06-26,100.82,7.75,26550.0,0.0,7400.0,253.0,12917.0,11552.0,12821.0,56.0,344.5,5650.0,77.0,27450.0,27950.0,256.0,254.0,345.0,28000.0,265.0,5550.0,90000.0,10750.0,11580.0,425.0,56.5,9000.0,525.0,14550.0,11677.0,7850.0,345.0,15800.0,2400.0,2797.5,18250.0,143.0,4110.0,252.5,12376.0,8150.0,490.0,19400.0,16566.0,280.0,322.5,16993.0,7227.0,5825.0,0.0,345.0,0.0,18353.0,332.5,3881.0,3014.0,2415.0,39.0,64.0,101.0,77.0,125.5
2017-07-03,100.82,7.75,26650.0,0.0,7400.0,262.0,12932.0,11545.0,12814.0,61.0,345.5,5650.0,85.0,27450.0,27950.0,267.0,263.0,340.0,28000.0,275.0,5550.0,90000.0,10750.0,11609.0,425.0,57.0,9000.0,525.0,14550.0,11715.0,7850.0,340.0,15800.0,2400.0,2797.5,18250.0,148.0,4110.0,252.5,12369.0,8150.0,490.0,19400.0,16566.0,288.0,322.5,16993.0,7227.0,5825.0,0.0,345.0,0.0,18353.0,332.5,3881.0,3014.0,2415.0,39.0,64.0,101.0,77.0,125.5
2017-07-10,100.82,7.75,28000.0,0.0,6800.0,270.0,12925.0,11119.0,12808.0,63.0,355.5,5600.0,89.5,27450.0,27950.0,271.0,270.0,345.0,28000.0,280.0,5200.0,90000.0,10550.0,11568.0,425.0,59.0,7900.0,525.0,12250.0,11695.0,7200.0,350.0,15800.0,1900.0,2440.0,18250.0,152.0,3450.0,269.0,12478.0,7700.0,490.0,19400.0,16566.0,295.0,322.5,16993.0,6674.0,5600.0,0.0,352.5,0.0,18353.0,342.5,3881.0,3014.0,2415.0,39.0,64.0,101.0,77.0,125.5
2017-07-17,100.82,7.75,28800.0,0.0,6800.0,271.0,13107.0,11124.0,12803.0,65.0,357.5,5600.0,91.5,27450.0,27950.0,273.0,273.0,345.0,28000.0,290.0,5200.0,90000.0,10550.0,11583.0,425.0,60.0,7900.0,525.0,12250.0,11663.0,7200.0,350.0,15800.0,1900.0,2440.0,18250.0,160.0,3450.0,269.0,12606.0,7700.0,490.0,19400.0,16566.0,297.0,322.5,16993.0,6674.0,5600.0,0.0,352.5,0.0,18353.0,342.5,3881.0,3014.0,2415.0,39.0,64.0,101.0,77.0,125.5
2017-07-24,100.82,7.75,29400.0,0.0,6800.0,273.0,13301.0,11608.0,12766.0,68.0,362.5,5600.0,92.5,27450.0,27950.0,275.0,278.0,350.0,28000.0,290.0,5200.0,90000.0,10550.0,11938.0,425.0,61.5,7900.0,525.0,12800.0,11862.0,7200.0,350.0,15800.0,1900.0,2440.0,18250.0,169.0,3450.0,275.0,12999.0,7700.0,490.0,19400.0,16566.0,302.0,322.5,16993.0,6674.0,5600.0,0.0,360.0,0.0,18353.0,350.0,3881.0,3014.0,2415.0,39.0,64.0,101.0,77.0,125.5
2017-07-31,100.82,7.75,29400.0,0.0,6800.0,292.0,13492.0,11696.0,13137.0,69.0,367.5,5600.0,92.5,27450.0,27950.0,295.0,290.0,355.0,28000.0,303.0,5200.0,90000.0,10550.0,12038.0,425.0,61.5,7900.0,525.0,12800.0,12253.0,7200.0,360.0,15800.0,1900.0,2440.0,18250.0,176.0,3450.0,287.5,13145.0,7700.0,490.0,19400.0,16566.0,320.0,322.5,16993.0,6674.0,5600.0,0.0,362.5,0.0,18353.0,360.0,3336.0,2577.0,1970.0,32.0,64.0,101.0,77.0,125.5
2017-08-07,100.82,7.75,30900.0,0.0,6800.0,305.0,13519.0,11891.0,13841.0,73.0,366.0,5600.0,95.0,27450.0,27950.0,310.0,303.0,355.0,28000.0,308.0,5200.0,90000.0,11050.0,12200.0,425.0,65.5,7900.0,525.0,12800.0,12697.0,7200.0,355.0,15800.0,1850.0,2860.0,18850.0,181.0,3925.0,297.5,13401.0,7700.0,490.0,19400.0,16566.0,328.0,322.5,16993.0,6674.0,5600.0,0.0,362.5,0.0,18353.0,362.5,3336.0,2577.0,1970.0,32.0,64.0,101.0,77.0,125.5
2017-08-14,100.82,7.75,33900.0,0.0,6800.0,325.0,13960.0,12226.0,14104.0,76.0,375.0,5600.0,96.0,27450.0,27950.0,327.0,320.0,355.0,28000.0,330.0,5200.0,90000.0,11050.0,12366.0,425.0,67.0,7900.0,525.0,12650.0,13033.0,7200.0,360.0,15800.0,1850.0,2860.0,18850.0,191.0,3925.0,302.5,13482.0,7700.0,490.0,19400.0,16566.0,345.0,322.5,16993.0,6674.0,5600.0,0.0,367.5,0.0,18353.0,365.0,3336.0,2577.0,1970.0,32.0,64.0,101.0,77.0,125.5
2017-08-21,100.82,7.75,35900.0,0.0,6800.0,330.0,15507.0,12256.0,14648.0,74.0,375.0,5600.0,95.0,27450.0,27950.0,336.0,329.0,360.0,28000.0,340.0,5200.0,90000.0,11050.0,13013.0,425.0,66.0,7900.0,525.0,12650.0,13535.0,7200.0,365.0,15800.0,1850.0,2860.0,18850.0,193.0,3925.0,317.5,13638.0,7700.0,490.0,19400.0,16566.0,355.0,322.5,16993.0,6674.0,5600.0,0.0,375.0,0.0,18353.0,365.0,3336.0,2577.0,1970.0,32.0,64.0,101.0,77.0,125.5
2017-08-28,100.82,7.75,36800.0,0.0,6800.0,333.0,16541.0,12924.0,15876.0,78.0,385.0,5600.0,97.0,27450.0,27950.0,339.0,332.0,363.0,28000.0,340.0,5200.0,90000.0,11050.0,14149.0,425.0,68.0,7900.0,525.0,12650.0,14841.0,7200.0,375.0,15800.0,1850.0,2860.0,18850.0,201.0,3925.0,342.5,14904.0,7700.0,490.0,19400.0,16566.0,358.0,322.5,16993.0,6674.0,5600.0,0.0,382.5,0.0,18353.0,370.0,3775.0,2771.0,1964.0,32.0,64.0,101.0,77.0,125.5
2017-09-04,100.82,7.75,38600.0,0.0,6800.0,330.0,16341.0,13529.0,16179.0,77.0,390.0,5600.0,96.5,27450.0,27950.0,336.0,330.0,375.0,28000.0,353.0,5200.0,90000.0,11050.0,14285.0,425.0,66.5,7900.0,525.0,12650.0,15142.0,7200.0,380.0,15800.0,1850.0,2860.0,18850.0,208.0,3925.0,342.5,15177.0,7700.0,490.0,19400.0,16566.0,356.0,322.5,16993.0,6674.0,5600.0,0.0,387.5,0.0,18353.0,370.0,3775.0,2771.0,1964.0,32.0,64.0,101.0,77.0,125.5
2017-09-11,100.82,7.75,39600.0,0.0,6800.0,331.0,16411.0,13732.0,16271.0,77.0,390.0,5600.0,94.0,27450.0,27950.0,339.0,327.0,375.0,28000.0,352.0,5200.0,90000.0,13250.0,14533.0,425.0,65.5,7900.0,525.0,12650.0,15267.0,7200.0,380.0,15800.0,1850.0,3305.0,19350.0,210.0,4540.0,342.5,15466.0,7700.0,490.0,19400.0,16566.0,356.0,322.5,16993.0,6699.0,5850.0,0.0,387.5,0.0,18353.0,370.0,3775.0,2771.0,1964.0,32.0,64.0,101.0,77.0,125.5
2017-09-18,100.82,7.75,38800.0,0.0,6800.0,326.0,17060.0,14888.0,16676.0,74.0,386.5,5600.0,92.5,27450.0,27950.0,336.0,315.0,375.0,28000.0,352.0,5200.0,90000.0,13250.0,15355.0,425.0,64.0,7900.0,525.0,12650.0,15732.0,7200.0,380.0,15800.0,1850.0,3305.0,19350.0,207.0,4540.0,337.5,16078.0,7700.0,490.0,19400.0,16566.0,352.0,322.5,16993.0,6699.0,5850.0,0.0,387.5,0.0,18353.0,370.0,3775.0,2771.0,1964.0,32.0,64.0,101.0,77.0,125.5
2017-09-25,100.82,7.75,38800.0,0.0,6800.0,305.0,17450.0,15634.0,17238.0,67.0,375.0,5600.0,90.5,27450.0,27950.0,321.0,305.0,370.0,28000.0,352.0,5200.0,90000.0,13250.0,15692.0,425.0,60.5,7900.0,525.0,12650.0,16167.0,7200.0,375.0,15800.0,1850.0,3305.0,19350.0,198.0,4540.0,327.5,16597.0,7700.0,490.0,19400.0,16566.0,330.0,322.5,16993.0,6699.0,5850.0,0.0,382.5,0.0,18353.0,365.0,3775.0,2771.0,1964.0,32.0,64.0,101.0,77.0,125.5
2017-10-02,100.82,7.75,37500.0,0.0,6800.0,280.0,17386.0,15517.0,17228.0,63.0,357.5,5600.0,89.0,27450.0,27950.0,290.0,265.0,333.0,28000.0,345.0,5200.0,90000.0,13250.0,15692.0,425.0,59.0,7900.0,525.0,12650.0,16221.0,7200.0,345.0,15800.0,1850.0,3305.0,19350.0,190.0,4540.0,295.0,16696.0,7700.0,490.0,19400.0,16566.0,305.0,322.5,16993.0,6699.0,5850.0,0.0,365.0,0.0,18353.0,345.0,4367.0,3291.0,1986.0,32.0,64.0,101.0,77.0,125.5
2017-10-09,100.82,7.75,37000.0,0.0,9300.0,275.0,17575.0,15386.0,17167.0,62.0,350.0,7600.0,102.5,27450.0,27950.0,285.0,260.0,333.0,28000.0,325.0,6125.0,90000.0,14200.0,15697.0,425.0,70.0,10050.0,525.0,16300.0,16257.0,8400.0,345.0,15800.0,2150.0,3370.0,20650.0,186.0,4630.0,292.5,16546.0,9450.0,490.0,19400.0,16566.0,300.0,322.5,16993.0,8199.0,6675.0,0.0,355.0,0.0,18353.0,345.0,4367.0,3291.0,1986.0,32.0,64.0,101.0,77.0,125.5
2017-10-16,100.82,7.75,35800.0,0.0,9300.0,280.0,17256.0,15201.0,16933.0,60.0,351.5,7600.0,97.5,27450.0,27950.0,290.0,265.0,327.0,28000.0,325.0,6125.0,90000.0,14200.0,16029.0,425.0,69.0,10050.0,525.0,16300.0,16006.0,8400.0,340.0,15800.0,2150.0,3370.0,20650.0,182.0,4630.0,277.5,16804.0,9450.0,490.0,19400.0,16566.0,307.0,322.5,16993.0,8199.0,6675.0,0.0,340.0,0.0,18353.0,342.5,4367.0,3291.0,1986.0,32.0,64.0,101.0,77.0,125.5
2017-10-23,100.82,7.75,33800.0,0.0,9300.0,285.0,17141.0,15301.0,16898.0,61.0,352.5,7600.0,100.0,27450.0,27950.0,286.0,261.0,327.0,28000.0,323.0,6125.0,90000.0,14200.0,15815.0,425.0,69.0,10050.0,525.0,16300.0,15961.0,8400.0,340.0,15800.0,2150.0,3370.0,20650.0,180.0,4630.0,277.5,16719.0,9450.0,490.0,19400.0,16566.0,303.0,322.5,16993.0,8199.0,6675.0,0.0,350.0,0.0,18353.0,342.5,4367.0,3291.0,1986.0,32.0,64.0,101.0,77.0,125.5
2017-10-30,100.82,7.75,31500.0,0.0,9300.0,273.0,16555.0,14522.0,16484.0,61.0,355.0,7600.0,100.0,27450.0,27950.0,286.0,261.0,336.0,28000.0,323.0,6125.0,90000.0,14200.0,15028.0,425.0,69.0,10050.0,525.0,16300.0,15416.0,8400.0,340.0,15800.0,2150.0,3370.0,20650.0,181.0,4630.0,277.5,16126.0,9450.0,490.0,19400.0,16566.0,302.0,322.5,16993.0,8199.0,6675.0,0.0,351.5,0.0,18353.0,342.5,4532.0,3374.0,2074.0,34.0,64.0,101.0,77.0,125.5
